,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,decade,total_ace,total_df,total_points,total_1stIn,total_2ndserve,total_1stWon,total_2ndWon,total_1st_perc,total_1st_win_perc,total_2nd_win_perc,aces_per_point,df_per_point
93742,1994-410,Monte Carlo Masters,Clay,64,M,19940418,63,102446,6.0,,Andrei Medvedev,R,193.0,UKR,19.6303901437,101843,5.0,,Sergi Bruguera,R,188.0,ESP,23.2525667351,7-5 6-1 6-3,5,F,100.0,0.0,1.0,80.0,60.0,41.0,10.0,14.0,3.0,6.0,0.0,4.0,87.0,57.0,33.0,10.0,14.0,4.0,12.0,9.0,2047.0,6.0,2644.0,1994,1990s,0.0,5.0,167.0,117.0,50.0,74.0,20.0,70.05988023952096,63.24786324786325,40.0,0.0,0.029940119760479042
93960,1994-414,Hamburg Masters,Clay,56,M,19940502,55,102446,4.0,,Andrei Medvedev,R,193.0,UKR,19.6687200548,102338,,,Yevgeny Kafelnikov,R,190.0,RUS,20.1998631075,6-4 6-4 3-6 6-3,5,F,148.0,2.0,4.0,119.0,86.0,52.0,20.0,19.0,0.0,4.0,1.0,3.0,116.0,61.0,41.0,27.0,19.0,7.0,13.0,8.0,2400.0,29.0,1037.0,1994,1990s,3.0,7.0,235.0,147.0,88.0,93.0,47.0,62.5531914893617,63.265306122448976,53.40909090909091,0.01276595744680851,0.029787234042553193
94089,1994-416,Rome Masters,Clay,64,M,19940509,63,101948,1.0,,Pete Sampras,R,185.0,USA,22.7405886379,101414,8.0,,Boris Becker,R,190.0,GER,26.4613278576,6-1 6-2 6-2,5,F,112.0,5.0,2.0,77.0,36.0,30.0,24.0,12.0,3.0,3.0,4.0,7.0,67.0,23.0,14.0,17.0,11.0,3.0,9.0,1.0,5035.0,13.0,1896.0,1994,1990s,9.0,9.0,144.0,59.0,85.0,44.0,41.0,40.97222222222222,74.57627118644068,48.23529411764706,0.0625,0.0625
94924,1994-421,Canada Masters,Hard,56,M,19940725,55,101736,8.0,,Andre Agassi,R,180.0,USA,24.2381930185,101727,,,Jason Stoltenberg,R,185.0,AUS,24.3066392882,6-4 6-4,3,F,80.0,1.0,0.0,60.0,52.0,38.0,6.0,10.0,7.0,7.0,5.0,1.0,74.0,48.0,31.0,13.0,10.0,5.0,7.0,20.0,1344.0,33.0,938.0,1994,1990s,6.0,1.0,134.0,100.0,34.0,69.0,19.0,74.6268656716418,69.0,55.88235294117647,0.04477611940298507,0.007462686567164179
95119,1994-422,Cincinnati Masters,Hard,56,M,19940808,55,102021,4.0,,Michael Chang,R,175.0,USA,22.4585900068,101222,2.0,,Stefan Edberg,R,188.0,SWE,28.5503080082,6-2 7-5,3,F,70.0,0.0,0.0,49.0,27.0,21.0,17.0,10.0,0.0,1.0,0.0,2.0,52.0,37.0,18.0,8.0,10.0,1.0,5.0,7.0,2505.0,4.0,2794.0,1994,1990s,0.0,2.0,101.0,64.0,37.0,39.0,25.0,63.366336633663366,60.9375,67.56756756756756,0.0,0.019801980198019802
96086,1994-429,Stockholm Masters,Carpet,48,M,19941024,47,101414,6.0,,Boris Becker,R,190.0,GER,26.9212867899,101964,2.0,,Goran Ivanisevic,L,193.0,CRO,23.112936345,4-6 6-4 6-3 7-6(4),5,F,142.0,23.0,8.0,116.0,69.0,62.0,27.0,21.0,3.0,4.0,22.0,9.0,134.0,74.0,59.0,31.0,20.0,5.0,7.0,6.0,2533.0,2.0,3317.0,1994,1990s,45.0,17.0,250.0,143.0,107.0,121.0,58.0,57.2,84.61538461538461,54.205607476635514,0.18,0.068
96164,1994-352,Paris Masters,Carpet,48,M,19941031,47,101736,8.0,,Andre Agassi,R,180.0,USA,24.5065023956,101820,14.0,,Marc Rosset,R,201.0,SUI,23.9808350445,6-3 6-3 4-6 7-5,5,F,157.0,5.0,1.0,119.0,90.0,66.0,16.0,20.0,2.0,4.0,19.0,6.0,130.0,73.0,50.0,27.0,20.0,6.0,11.0,7.0,2525.0,16.0,1486.0,1994,1990s,24.0,7.0,249.0,163.0,86.0,116.0,43.0,65.46184738955823,71.16564417177914,50.0,0.0963855421686747,0.028112449799196786
97080,1995-404,Indian Wells Masters,Hard,56,M,19950306,55,101948,1.0,,Pete Sampras,R,185.0,USA,23.5646817248,101736,2.0,,Andre Agassi,R,180.0,USA,24.8514715948,7-5 6-3 7-5,5,F,133.0,18.0,3.0,100.0,60.0,51.0,19.0,17.0,3.0,4.0,9.0,2.0,113.0,82.0,49.0,19.0,16.0,10.0,14.0,1.0,4389.0,2.0,4017.0,1995,1990s,27.0,5.0,213.0,142.0,71.0,100.0,38.0,66.66666666666667,70.4225352112676,53.521126760563384,0.1267605633802817,0.023474178403755867
97175,1995-403,Miami Masters,Hard,96,M,19950313,95,101736,2.0,,Andre Agassi,R,180.0,USA,24.8706365503,101948,1.0,,Pete Sampras,R,185.0,USA,23.5838466804,3-6 6-2 7-6(3),3,F,133.0,4.0,1.0,90.0,63.0,45.0,19.0,14.0,3.0,4.0,9.0,4.0,101.0,49.0,34.0,30.0,15.0,6.0,8.0,2.0,4310.0,1.0,4780.0,1995,1990s,13.0,5.0,191.0,112.0,79.0,79.0,49.0,58.638743455497384,70.53571428571429,62.0253164556962,0.06806282722513089,0.02617801047120419
97653,1995-410,Monte Carlo Masters,Clay,56,M,19950424,55,101404,9.0,,Thomas Muster,L,180.0,AUT,27.5592060233,101414,2.0,,Boris Becker,R,190.0,GER,27.4195756331,4-6 5-7 6-1 7-6(6) 6-0,5,F,197.0,3.0,6.0,161.0,110.0,74.0,31.0,23.0,14.0,17.0,16.0,8.0,150.0,90.0,63.0,25.0,24.0,4.0,11.0,13.0,2009.0,3.0,3274.0,1995,1990s,19.0,14.0,311.0,200.0,111.0,137.0,56.0,64.30868167202573,68.5,50.450450450450454,0.06109324758842444,0.04501607717041801
97833,1995-414,Hamburg Masters,Clay,56,M,19950508,55,102446,12.0,,Andrei Medvedev,R,193.0,UKR,20.6844626968,101964,4.0,,Goran Ivanisevic,L,193.0,CRO,23.6495550992,6-3 6-2 6-1,5,F,77.0,2.0,4.0,64.0,39.0,30.0,18.0,12.0,1.0,2.0,3.0,4.0,71.0,32.0,19.0,15.0,12.0,2.0,9.0,20.0,1143.0,5.0,2638.0,1995,1990s,5.0,8.0,135.0,71.0,64.0,49.0,33.0,52.592592592592595,69.01408450704226,51.5625,0.037037037037037035,0.05925925925925926
97958,1995-416,Rome Masters,Clay,64,M,19950515,63,101404,7.0,,Thomas Muster,L,180.0,AUT,27.6167008898,101843,8.0,,Sergi Bruguera,R,188.0,ESP,24.3258042437,3-6 7-6(5) 6-2 6-3,5,F,175.0,6.0,4.0,134.0,90.0,59.0,21.0,18.0,14.0,19.0,6.0,6.0,129.0,75.0,48.0,22.0,20.0,10.0,18.0,10.0,2227.0,7.0,2328.0,1995,1990s,12.0,10.0,263.0,165.0,98.0,107.0,43.0,62.73764258555133,64.84848484848484,43.87755102040816,0.045627376425855515,0.03802281368821293
98792,1995-421,Canada Masters,Hard,56,M,19950724,55,101736,1.0,,Andre Agassi,R,180.0,USA,25.234770705,101948,2.0,,Pete Sampras,R,185.0,USA,23.947980835,3-6 6-2 6-3,3,F,113.0,6.0,0.0,84.0,64.0,42.0,13.0,13.0,6.0,7.0,12.0,3.0,84.0,40.0,30.0,22.0,13.0,9.0,12.0,1.0,5176.0,2.0,3834.0,1995,1990s,18.0,3.0,168.0,104.0,64.0,72.0,35.0,61.904761904761905,69.23076923076923,54.6875,0.10714285714285714,0.017857142857142856
98956,1995-422,Cincinnati Masters,Hard,56,M,19950807,55,101736,1.0,,Andre Agassi,R,180.0,USA,25.273100616,102021,4.0,,Michael Chang,R,175.0,USA,23.4551676934,7-5 6-2,3,F,96.0,10.0,4.0,68.0,45.0,31.0,13.0,10.0,2.0,3.0,5.0,0.0,80.0,41.0,25.0,19.0,10.0,13.0,17.0,1.0,5161.0,5.0,3064.0,1995,1990s,15.0,4.0,148.0,86.0,62.0,56.0,32.0,58.108108108108105,65.11627906976744,51.61290322580645,0.10135135135135136,0.02702702702702703
99855,1995-430,Essen Masters,Carpet,48,M,19951023,47,101404,3.0,,Thomas Muster,L,180.0,AUT,28.0574948665,101613,,,Malivai Washington,R,180.0,USA,26.340862423,7-6(6) 2-6 6-3 6-4,5,F,151.0,5.0,2.0,109.0,61.0,45.0,33.0,20.0,1.0,4.0,15.0,2.0,127.0,69.0,54.0,28.0,19.0,6.0,9.0,3.0,4131.0,54.0,730.0,1995,1990s,20.0,4.0,236.0,130.0,106.0,99.0,61.0,55.08474576271186,76.15384615384616,57.54716981132076,0.0847457627118644,0.01694915254237288
99964,1995-352,Paris Masters,Carpet,48,M,19951030,47,101948,1.0,,Pete Sampras,R,185.0,USA,24.2162902122,101414,3.0,,Boris Becker,R,190.0,GER,27.9370294319,7-6(5) 6-4 6-4,5,F,161.0,12.0,5.0,111.0,56.0,46.0,28.0,16.0,6.0,7.0,19.0,6.0,137.0,64.0,45.0,34.0,16.0,12.0,15.0,2.0,5048.0,5.0,2879.0,1995,1990s,31.0,11.0,248.0,120.0,128.0,91.0,62.0,48.38709677419355,75.83333333333333,48.4375,0.125,0.04435483870967742
100901,1996-404,Indian Wells Masters,Hard,56,M,19960311,15,102021,5.0,,Michael Chang,R,175.0,USA,24.0492813142,101235,,,Paul Haarhuis,R,188.0,NED,30.0561259411,7-5 6-1 6-1,5,F,113.0,4.0,3.0,76.0,40.0,38.0,14.0,13.0,5.0,7.0,1.0,0.0,83.0,49.0,27.0,11.0,13.0,5.0,13.0,5.0,3470.0,68.0,659.0,1996,1990s,5.0,3.0,159.0,89.0,70.0,65.0,25.0,55.9748427672956,73.03370786516854,35.714285714285715,0.031446540880503145,0.018867924528301886
101035,1996-403,Miami Masters,Hard,96,M,19960318,95,101736,3.0,,Andre Agassi,R,180.0,USA,25.8863791923,101964,6.0,,Goran Ivanisevic,L,193.0,CRO,24.5119780972,3-0 RET,3,F,18.0,3.0,0.0,8.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,8.0,3.0,1.0,2.0,4.0,6.0,3.0,4210.0,6.0,3144.0,1996,1990s,3.0,2.0,22.0,15.0,7.0,10.0,1.0,68.18181818181819,66.66666666666667,14.285714285714286,0.13636363636363635,0.09090909090909091
101472,1996-410,Monte Carlo Masters,Clay,56,M,19960422,55,101404,1.0,,Thomas Muster,L,180.0,AUT,28.5557837098,102610,16.0,,Albert Costa,R,180.0,ESP,20.8268309377,6-3 5-7 4-6 6-3 6-2,5,F,192.0,1.0,4.0,151.0,88.0,55.0,31.0,24.0,13.0,22.0,3.0,9.0,147.0,92.0,48.0,24.0,24.0,6.0,18.0,2.0,4454.0,26.0,1100.0,1996,1990s,4.0,13.0,298.0,180.0,118.0,103.0,55.0,60.40268456375839,57.22222222222222,46.610169491525426,0.013422818791946308,0.0436241610738255
101687,1996-414,Hamburg Masters,Clay,56,M,19960506,55,102650,,Q,Roberto Carretero,R,178.0,ESP,20.6844626968,102374,,,Alex Corretja,R,180.0,ESP,22.0698151951,2-6 6-4 6-4 6-4,5,F,166.0,0.0,1.0,110.0,94.0,54.0,12.0,19.0,4.0,9.0,3.0,1.0,122.0,64.0,46.0,28.0,19.0,7.0,13.0,143.0,300.0,66.0,697.0,1996,1990s,3.0,2.0,232.0,158.0,74.0,100.0,40.0,68.10344827586206,63.29113924050633,54.054054054054056,0.01293103448275862,0.008620689655172414
101812,1996-416,Rome Masters,Clay,64,M,19960513,63,101404,1.0,,Thomas Muster,L,180.0,AUT,28.6132785763,101990,,,Richard Krajicek,R,196.0,NED,24.4353182752,6-2 6-4 3-6 6-3,5,F,124.0,1.0,0.0,106.0,86.0,60.0,11.0,18.0,7.0,9.0,8.0,7.0,107.0,64.0,52.0,15.0,18.0,8.0,13.0,2.0,4415.0,25.0,1115.0,1996,1990s,9.0,7.0,213.0,150.0,63.0,112.0,26.0,70.4225352112676,74.66666666666667,41.26984126984127,0.04225352112676056,0.03286384976525822
102781,1996-422,Cincinnati Masters,Hard,56,M,19960805,55,101736,6.0,,Andre Agassi,R,180.0,USA,26.2696783025,102021,3.0,,Michael Chang,R,175.0,USA,24.4517453799,7-6(4) 6-4,3,F,103.0,7.0,0.0,70.0,42.0,29.0,16.0,11.0,4.0,6.0,5.0,3.0,85.0,39.0,30.0,19.0,11.0,6.0,9.0,7.0,2690.0,3.0,3499.0,1996,1990s,12.0,3.0,155.0,81.0,74.0,59.0,35.0,52.25806451612903,72.8395061728395,47.2972972972973,0.07741935483870968,0.01935483870967742
103008,1996-421,Canada Masters,Hard,56,M,19960819,55,101965,3.0,,Wayne Ferreira,R,185.0,RSA,24.9281314168,101889,,,Todd Woodbridge,R,178.0,AUS,25.3826146475,6-2 6-4,3,F,64.0,5.0,0.0,55.0,31.0,23.0,17.0,9.0,1.0,1.0,2.0,3.0,56.0,26.0,17.0,16.0,9.0,3.0,6.0,10.0,2334.0,43.0,888.0,1996,1990s,7.0,3.0,111.0,57.0,54.0,40.0,33.0,51.351351351351354,70.17543859649123,61.111111111111114,0.06306306306306306,0.02702702702702703
103688,1996-357,Stuttgart Masters,Carpet,48,M,19961021,47,101414,6.0,,Boris Becker,R,190.0,GER,28.9144421629,101948,1.0,,Pete Sampras,R,185.0,USA,25.1937029432,3-6 6-3 3-6 6-3 6-4,5,F,181.0,29.0,11.0,138.0,75.0,62.0,29.0,23.0,6.0,9.0,14.0,7.0,138.0,88.0,67.0,23.0,23.0,10.0,14.0,6.0,3060.0,1.0,4677.0,1996,1990s,43.0,18.0,276.0,163.0,113.0,129.0,52.0,59.05797101449275,79.14110429447852,46.017699115044245,0.15579710144927536,0.06521739130434782
103735,1996-352,Paris Masters,Carpet,48,M,19961028,47,102358,12.0,,Thomas Enqvist,R,190.0,SWE,22.6283367556,102338,4.0,,Yevgeny Kafelnikov,R,190.0,RUS,22.6913073238,6-2 6-4 7-5,5,F,91.0,20.0,5.0,78.0,49.0,41.0,15.0,15.0,1.0,3.0,8.0,3.0,82.0,48.0,32.0,14.0,15.0,3.0,9.0,12.0,1838.0,4.0,3253.0,1996,1990s,28.0,8.0,160.0,97.0,63.0,73.0,29.0,60.625,75.25773195876289,46.03174603174603,0.175,0.05
104651,1997-404,Indian Wells Masters,Hard,56,M,19970310,55,102021,3.0,,Michael Chang,R,175.0,USA,25.0458590007,102539,,,Bohdan Ulihrach,R,188.0,CZE,22.0424366872,4-6 6-3 6-4 6-3,5,F,160.0,12.0,6.0,130.0,52.0,39.0,44.0,19.0,7.0,9.0,2.0,7.0,109.0,45.0,34.0,31.0,19.0,3.0,8.0,3.0,3595.0,43.0,943.0,1997,1990s,14.0,13.0,239.0,97.0,142.0,73.0,75.0,40.58577405857741,75.25773195876289,52.816901408450704,0.058577405857740586,0.05439330543933055
104746,1997-403,Miami Masters,Hard,96,M,19970317,95,101404,2.0,,Thomas Muster,L,180.0,AUT,29.4565366188,101843,30.0,,Sergi Bruguera,R,188.0,ESP,26.1656399726,7-6(6) 6-3 6-1,5,F,118.0,6.0,4.0,83.0,46.0,39.0,24.0,14.0,2.0,2.0,6.0,5.0,92.0,49.0,36.0,20.0,14.0,2.0,6.0,2.0,3719.0,35.0,1081.0,1997,1990s,12.0,9.0,175.0,95.0,80.0,75.0,44.0,54.285714285714285,78.94736842105263,55.0,0.06857142857142857,0.05142857142857143
105145,1997-410,Monte Carlo Masters,Clay,56,M,19970421,55,102701,7.0,,Marcelo Rios,L,175.0,CHI,21.3196440794,102374,12.0,,Alex Corretja,R,180.0,ESP,23.0280629706,6-4 6-3 6-3,5,F,134.0,5.0,1.0,103.0,49.0,32.0,30.0,14.0,8.0,11.0,2.0,3.0,93.0,43.0,28.0,18.0,14.0,8.0,15.0,10.0,1977.0,18.0,1494.0,1997,1990s,7.0,4.0,196.0,92.0,104.0,60.0,48.0,46.93877551020408,65.21739130434783,46.15384615384615,0.03571428571428571,0.02040816326530612
105387,1997-414,Hamburg Masters,Clay,56,M,19970505,55,102446,,,Andrei Medvedev,R,193.0,UKR,22.6776180698,102456,10.0,,Felix Mantilla,R,180.0,ESP,22.6146475017,6-0 6-4 6-2,5,F,93.0,6.0,0.0,74.0,42.0,32.0,20.0,12.0,8.0,9.0,0.0,0.0,84.0,65.0,30.0,12.0,12.0,2.0,9.0,38.0,1111.0,15.0,1637.0,1997,1990s,6.0,0.0,158.0,107.0,51.0,62.0,32.0,67.72151898734177,57.94392523364486,62.745098039215684,0.0379746835443038,0.0
105450,1997-416,Rome Masters,Clay,64,M,19970512,63,102374,10.0,,Alex Corretja,R,180.0,ESP,23.0855578371,102701,7.0,,Marcelo Rios,L,175.0,CHI,21.3771389459,7-5 7-5 6-3,5,F,143.0,7.0,4.0,110.0,65.0,46.0,22.0,17.0,5.0,9.0,2.0,1.0,94.0,54.0,26.0,24.0,16.0,2.0,9.0,15.0,1650.0,9.0,2072.0,1997,1990s,9.0,5.0,204.0,119.0,85.0,72.0,46.0,58.333333333333336,60.50420168067227,54.11764705882353,0.04411764705882353,0.024509803921568627
106377,1997-421,Canada Masters,Hard,56,M,19970728,55,102162,,,Chris Woodruff,R,188.0,USA,24.5667351129,102856,6.0,,Gustavo Kuerten,R,190.0,BRA,20.8788501027,7-5 4-6 6-3,3,F,110.0,18.0,5.0,83.0,53.0,46.0,16.0,16.0,1.0,3.0,12.0,2.0,94.0,49.0,36.0,24.0,15.0,9.0,12.0,57.0,787.0,13.0,1859.0,1997,1990s,30.0,7.0,177.0,102.0,75.0,82.0,40.0,57.6271186440678,80.3921568627451,53.333333333333336,0.1694915254237288,0.03954802259887006
106432,1997-422,Cincinnati Masters,Hard,56,M,19970804,55,101948,1.0,,Pete Sampras,R,185.0,USA,25.9794661191,101404,5.0,,Thomas Muster,L,180.0,AUT,29.839835729,6-3 6-4,3,F,70.0,11.0,0.0,52.0,33.0,27.0,12.0,10.0,0.0,1.0,1.0,2.0,54.0,28.0,18.0,11.0,9.0,2.0,5.0,1.0,5388.0,4.0,2414.0,1997,1990s,12.0,2.0,106.0,61.0,45.0,45.0,23.0,57.54716981132076,73.77049180327869,51.111111111111114,0.11320754716981132,0.018867924528301886
107295,1997-357,Stuttgart Masters,Carpet,48,M,19971020,47,101434,15.0,,Petr Korda,L,190.0,CZE,29.7412731006,101990,16.0,,Richard Krajicek,R,196.0,NED,25.8726899384,7-6(6) 6-2 6-4,5,F,97.0,2.0,2.0,86.0,50.0,39.0,27.0,15.0,0.0,0.0,15.0,3.0,82.0,57.0,45.0,12.0,15.0,1.0,4.0,17.0,1880.0,15.0,1999.0,1997,1990s,17.0,5.0,168.0,107.0,61.0,84.0,39.0,63.69047619047619,78.50467289719626,63.9344262295082,0.10119047619047619,0.02976190476190476
107373,1997-352,Paris Masters,Carpet,48,M,19971027,47,101948,1.0,,Pete Sampras,R,185.0,USA,26.2094455852,102035,12.0,,Jonas Bjorkman,R,183.0,SWE,25.5961670089,6-3 4-6 6-3 6-1,5,F,133.0,11.0,3.0,120.0,78.0,57.0,22.0,18.0,10.0,12.0,5.0,7.0,103.0,51.0,37.0,22.0,17.0,6.0,12.0,1.0,3998.0,10.0,2343.0,1997,1990s,16.0,10.0,223.0,129.0,94.0,94.0,44.0,57.847533632286996,72.86821705426357,46.808510638297875,0.07174887892376682,0.04484304932735426
108211,1998-404,Indian Wells Masters,Hard,56,M,19980309,55,102701,7.0,,Marcelo Rios,L,175.0,CHI,22.2012320329,102257,6.0,,Greg Rusedski,L,193.0,GBR,24.5037645448,6-3 6-7(15) 7-6(4) 6-4,5,F,166.0,7.0,0.0,136.0,103.0,85.0,26.0,22.0,3.0,3.0,21.0,12.0,154.0,75.0,66.0,38.0,21.0,3.0,5.0,7.0,2777.0,6.0,2812.0,1998,1990s,28.0,12.0,290.0,178.0,112.0,151.0,64.0,61.37931034482759,84.8314606741573,57.142857142857146,0.09655172413793103,0.041379310344827586
108306,1998-403,Miami Masters,Hard,96,M,19980316,95,102701,3.0,,Marcelo Rios,L,175.0,CHI,22.2203969884,101736,29.0,,Andre Agassi,R,180.0,USA,27.8795345654,7-5 6-3 6-4,5,F,117.0,12.0,2.0,91.0,59.0,46.0,19.0,16.0,0.0,1.0,5.0,4.0,98.0,49.0,40.0,19.0,15.0,8.0,12.0,3.0,3235.0,31.0,1216.0,1998,1990s,17.0,6.0,189.0,108.0,81.0,86.0,38.0,57.142857142857146,79.62962962962963,46.91358024691358,0.08994708994708994,0.031746031746031744
108690,1998-410,Monte Carlo Masters,Clay,56,M,19980420,55,102845,14.0,,Carlos Moya,R,190.0,ESP,21.6454483231,101611,10.0,,Cedric Pioline,R,188.0,FRA,28.8459958932,6-3 6-0 7-5,5,F,117.0,5.0,1.0,79.0,49.0,31.0,17.0,14.0,3.0,7.0,1.0,6.0,90.0,50.0,21.0,16.0,13.0,11.0,20.0,18.0,1727.0,16.0,1771.0,1998,1990s,6.0,7.0,169.0,99.0,70.0,52.0,33.0,58.57988165680474,52.525252525252526,47.142857142857146,0.03550295857988166,0.04142011834319527
108932,1998-414,Hamburg Masters,Clay,56,M,19980504,55,102610,,,Albert Costa,R,180.0,ESP,22.8583162218,102374,4.0,,Alex Corretja,R,180.0,ESP,24.0629705681,6-2 6-0 1-0 RET,3,F,72.0,0.0,0.0,50.0,41.0,30.0,5.0,8.0,4.0,5.0,1.0,2.0,50.0,25.0,12.0,7.0,8.0,3.0,9.0,26.0,1308.0,9.0,2202.0,1998,1990s,1.0,2.0,100.0,66.0,34.0,42.0,12.0,66.0,63.63636363636363,35.294117647058826,0.01,0.02
108995,1998-416,Rome Masters,Clay,64,M,19980511,63,102701,3.0,,Marcelo Rios,L,175.0,CHI,22.3737166324,102610,,,Albert Costa,R,180.0,ESP,22.8774811773,W/O,3,F,,,,,,,,,,,,,,,,,,,,3.0,3200.0,20.0,1729.0,1998,1990s,,,,,,,,,,,,
109969,1998-421,Canada Masters,Hard,56,M,19980803,55,102158,3.0,,Patrick Rafter,R,185.0,AUS,25.5961670089,101990,6.0,,Richard Krajicek,R,196.0,NED,26.6584531143,7-6(3) 6-4,3,F,91.0,4.0,2.0,69.0,45.0,34.0,14.0,11.0,1.0,2.0,10.0,3.0,66.0,37.0,25.0,15.0,11.0,3.0,5.0,5.0,2878.0,9.0,2368.0,1998,1990s,14.0,5.0,135.0,82.0,53.0,59.0,29.0,60.74074074074074,71.95121951219512,54.716981132075475,0.1037037037037037,0.037037037037037035
110024,1998-422,Cincinnati Masters,Hard,56,M,19980810,55,102158,5.0,,Patrick Rafter,R,185.0,AUS,25.6153319644,101948,1.0,,Pete Sampras,R,185.0,USA,26.9952087611,1-6 7-6(2) 6-4,3,F,142.0,9.0,4.0,100.0,69.0,46.0,19.0,14.0,4.0,6.0,20.0,4.0,107.0,59.0,44.0,26.0,15.0,6.0,7.0,3.0,3306.0,2.0,3421.0,1998,1990s,29.0,8.0,207.0,128.0,79.0,90.0,45.0,61.83574879227053,70.3125,56.962025316455694,0.14009661835748793,0.03864734299516908
110884,1998-357,Stuttgart Masters,Hard,48,M,19981026,47,101990,11.0,,Richard Krajicek,R,196.0,NED,26.8884325804,102338,10.0,,Yevgeny Kafelnikov,R,190.0,RUS,24.6844626968,6-4 6-3 6-3,5,F,89.0,20.0,1.0,72.0,48.0,45.0,13.0,14.0,0.0,0.0,10.0,5.0,82.0,42.0,32.0,20.0,14.0,2.0,6.0,11.0,2124.0,8.0,2463.0,1998,1990s,30.0,6.0,154.0,90.0,64.0,77.0,33.0,58.44155844155844,85.55555555555556,51.5625,0.19480519480519481,0.03896103896103896
110962,1998-352,Paris Masters,Carpet,48,M,19981102,47,102257,13.0,,Greg Rusedski,L,193.0,GBR,25.1553730322,101948,1.0,,Pete Sampras,R,185.0,USA,27.2251882272,6-4 7-6(4) 6-3,5,F,105.0,18.0,2.0,92.0,54.0,47.0,24.0,16.0,4.0,5.0,16.0,6.0,87.0,53.0,42.0,17.0,15.0,2.0,5.0,13.0,1929.0,1.0,3990.0,1998,1990s,34.0,8.0,179.0,107.0,72.0,89.0,41.0,59.77653631284916,83.17757009345794,56.94444444444444,0.18994413407821228,0.0446927374301676
111725,1999-404,Indian Wells Masters,Hard,56,M,19990308,55,102882,,,Mark Philippoussis,R,196.0,AUS,22.3299110198,102845,4.0,,Carlos Moya,R,190.0,ESP,22.5270362765,5-7 6-4 6-4 4-6 6-2,5,F,178.0,23.0,10.0,147.0,93.0,72.0,28.0,25.0,7.0,10.0,6.0,6.0,155.0,101.0,68.0,32.0,25.0,7.0,12.0,16.0,1700.0,4.0,3234.0,1999,1990s,29.0,16.0,302.0,194.0,108.0,140.0,60.0,64.23841059602648,72.16494845360825,55.55555555555556,0.09602649006622517,0.052980132450331126
111820,1999-403,Miami Masters,Hard,96,M,19990315,95,101990,7.0,,Richard Krajicek,R,196.0,NED,27.2717316906,103206,,,Sebastien Grosjean,R,175.0,FRA,20.7939767283,4-6 6-1 6-2 7-5,5,F,161.0,26.0,5.0,116.0,60.0,51.0,25.0,19.0,5.0,8.0,2.0,3.0,122.0,75.0,45.0,22.0,18.0,11.0,18.0,7.0,2677.0,74.0,657.0,1999,1990s,28.0,8.0,238.0,135.0,103.0,96.0,47.0,56.72268907563025,71.11111111111111,45.63106796116505,0.11764705882352941,0.03361344537815126
112213,1999-410,Monte Carlo Masters,Clay,56,M,19990419,55,102856,13.0,,Gustavo Kuerten,R,190.0,BRA,22.6036960986,102701,9.0,,Marcelo Rios,L,175.0,CHI,23.3127994524,6-4 2-1 RET,3,F,54.0,2.0,0.0,31.0,20.0,16.0,8.0,6.0,0.0,0.0,2.0,2.0,52.0,27.0,17.0,12.0,7.0,2.0,4.0,19.0,1631.0,13.0,2125.0,1999,1990s,4.0,2.0,83.0,47.0,36.0,33.0,20.0,56.626506024096386,70.2127659574468,55.55555555555556,0.04819277108433735,0.024096385542168676
112455,1999-414,Hamburg Masters,Clay,56,M,19990503,55,102701,4.0,,Marcelo Rios,L,175.0,CHI,23.3511293634,103151,,,Mariano Zabaleta,R,183.0,ARG,21.1745379877,6-7(5) 7-5 5-7 7-6(5) 6-2,5,F,247.0,5.0,6.0,182.0,112.0,72.0,40.0,28.0,12.0,20.0,7.0,8.0,197.0,111.0,78.0,31.0,28.0,13.0,23.0,8.0,2422.0,48.0,884.0,1999,1990s,12.0,14.0,379.0,223.0,156.0,150.0,71.0,58.83905013192612,67.26457399103138,45.51282051282051,0.0316622691292876,0.036939313984168866
112518,1999-416,Rome Masters,Clay,64,M,19990510,63,102856,16.0,,Gustavo Kuerten,R,190.0,BRA,22.6611909651,102158,4.0,,Patrick Rafter,R,185.0,AUS,26.3627652293,6-4 7-5 7-6(6),5,F,158.0,8.0,0.0,105.0,61.0,48.0,29.0,17.0,2.0,4.0,4.0,3.0,134.0,91.0,59.0,23.0,17.0,12.0,16.0,14.0,2033.0,4.0,2978.0,1999,1990s,12.0,3.0,239.0,152.0,87.0,107.0,52.0,63.59832635983263,70.39473684210526,59.770114942528735,0.0502092050209205,0.012552301255230125
