,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,decade,total_ace,total_df,total_points,total_1stIn,total_2ndserve,total_1stWon,total_2ndWon,total_1st_perc,total_1st_win_perc,total_2nd_win_perc,aces_per_point,df_per_point
163852,2015-421,Canada Masters,Hard,56,M,20150810,55,104918,2.0,,Andy Murray,R,190.0,GBR,28.2381930185,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.219028063,6-4 4-6 6-3,3,F,,8.0,5.0,124.0,75.0,52.0,22.0,15.0,11.0,14.0,5.0,2.0,106.0,64.0,42.0,20.0,14.0,15.0,19.0,3.0,7840.0,1.0,13755.0,2015,2010s,13.0,7.0,230.0,139.0,91.0,94.0,42.0,60.43478260869565,67.62589928057554,46.15384615384615,0.05652173913043478,0.030434782608695653
163907,2015-422,Cincinnati Masters,Hard,56,M,20150816,55,103819,2.0,,Roger Federer,R,185.0,SUI,34.0232717317,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.2381930185,7-6(1) 6-3,3,F,90.0,7.0,2.0,61.0,35.0,29.0,19.0,11.0,0.0,0.0,5.0,4.0,79.0,47.0,33.0,15.0,10.0,7.0,8.0,3.0,8065.0,1.0,14265.0,2015,2010s,12.0,6.0,140.0,82.0,58.0,62.0,34.0,58.57142857142857,75.60975609756098,58.62068965517241,0.08571428571428572,0.04285714285714286
164375,2015-5014,Shanghai Masters,Hard,56,M,20151011,55,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.3915126626,104542,16.0,,Jo-Wilfried Tsonga,R,188.0,FRA,30.4859685147,6-2 6-4,3,F,78.0,2.0,0.0,41.0,29.0,25.0,9.0,9.0,0.0,1.0,5.0,3.0,69.0,44.0,31.0,4.0,9.0,9.0,13.0,1.0,15785.0,15.0,1990.0,2015,2010s,7.0,3.0,110.0,73.0,37.0,56.0,13.0,66.36363636363636,76.71232876712328,35.13513513513514,0.06363636363636363,0.02727272727272727
164569,2015-352,Paris Masters,Hard,48,M,20151102,47,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.4490075291,104918,2.0,,Andy Murray,R,190.0,GBR,28.4681724846,6-2 6-4,3,F,93.0,2.0,0.0,48.0,30.0,20.0,13.0,9.0,0.0,1.0,4.0,2.0,67.0,36.0,23.0,11.0,9.0,5.0,9.0,1.0,15785.0,3.0,8070.0,2015,2010s,6.0,2.0,115.0,66.0,49.0,43.0,24.0,57.391304347826086,65.15151515151516,48.97959183673469,0.05217391304347826,0.017391304347826087
165415,2016-M006,Indian Wells Masters,Hard,128,M,20160307,319,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.7939767283,105683,12.0,,Milos Raonic,R,196.0,CAN,25.1937029432,6-2 6-0,3,F,77.0,2.0,1.0,41.0,28.0,22.0,8.0,7.0,0.0,0.0,4.0,2.0,60.0,30.0,23.0,3.0,7.0,6.0,11.0,1.0,16540.0,14.0,2410.0,2016,2010s,6.0,3.0,101.0,58.0,43.0,45.0,11.0,57.42574257425743,77.58620689655173,25.58139534883721,0.0594059405940594,0.0297029702970297
165510,2016-M007,Miami Masters,Hard,128,M,20160321,300,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.8323066393,105453,6.0,,Kei Nishikori,R,178.0,JPN,26.2258726899,6-3 6-3,3,F,86.0,0.0,2.0,43.0,28.0,22.0,9.0,9.0,0.0,2.0,0.0,5.0,66.0,34.0,18.0,14.0,9.0,4.0,9.0,1.0,16540.0,6.0,4070.0,2016,2010s,0.0,7.0,109.0,62.0,47.0,40.0,23.0,56.88073394495413,64.51612903225806,48.93617021276596,0.0,0.06422018348623854
165619,2016-0410,Monte Carlo Masters,Clay,64,M,20160411,300,104745,5.0,,Rafael Nadal,L,185.0,ESP,29.8562628337,104792,13.0,,Gael Monfils,R,193.0,FRA,29.6098562628,7-5 5-7 6-0,3,F,166.0,1.0,4.0,95.0,67.0,47.0,8.0,15.0,8.0,13.0,4.0,7.0,98.0,63.0,33.0,14.0,15.0,13.0,21.0,5.0,4955.0,16.0,2220.0,2016,2010s,5.0,11.0,193.0,130.0,63.0,80.0,22.0,67.35751295336787,61.53846153846154,34.92063492063492,0.025906735751295335,0.05699481865284974
165829,2016-M021,Madrid Masters,Clay,64,M,20160502,300,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.9472963723,104918,2.0,,Andy Murray,R,190.0,GBR,28.9664613279,6-2 3-6 6-3,3,F,126.0,2.0,3.0,82.0,59.0,43.0,12.0,13.0,8.0,10.0,10.0,2.0,75.0,53.0,36.0,7.0,13.0,2.0,6.0,1.0,15550.0,2.0,7925.0,2016,2010s,12.0,5.0,157.0,112.0,45.0,79.0,19.0,71.3375796178344,70.53571428571429,42.22222222222222,0.07643312101910828,0.03184713375796178
165884,2016-M009,Rome Masters,Clay,64,M,20160509,300,104918,2.0,,Andy Murray,R,190.0,GBR,28.9856262834,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.9664613279,6-3 6-3,3,F,95.0,5.0,1.0,59.0,38.0,31.0,10.0,9.0,3.0,3.0,5.0,1.0,56.0,32.0,20.0,12.0,9.0,3.0,6.0,3.0,7525.0,1.0,16550.0,2016,2010s,10.0,2.0,115.0,70.0,45.0,51.0,22.0,60.869565217391305,72.85714285714286,48.888888888888886,0.08695652173913043,0.017391304347826087
166695,2016-0421,Canada Masters,Hard,64,M,20160725,300,104925,1.0,,Novak Djokovic,R,188.0,SRB,29.1772758385,105453,3.0,,Kei Nishikori,R,178.0,JPN,26.5708418891,6-3 7-5,3,F,82.0,5.0,0.0,58.0,44.0,36.0,6.0,11.0,1.0,2.0,4.0,2.0,59.0,41.0,26.0,9.0,10.0,2.0,5.0,1.0,15040.0,6.0,4290.0,2016,2010s,9.0,2.0,117.0,85.0,32.0,62.0,15.0,72.64957264957265,72.94117647058823,46.875,0.07692307692307693,0.017094017094017096
166868,2016-M024,Cincinnati Masters,Hard,64,M,20160815,300,105227,12.0,,Marin Cilic,R,198.0,CRO,27.8795345654,104918,1.0,,Andy Murray,R,190.0,GBR,29.2539356605,6-4 7-5,3,F,94.0,7.0,1.0,58.0,34.0,28.0,15.0,11.0,1.0,2.0,1.0,3.0,64.0,43.0,31.0,11.0,11.0,5.0,8.0,14.0,2605.0,2.0,9065.0,2016,2010s,8.0,4.0,122.0,77.0,45.0,59.0,26.0,63.114754098360656,76.62337662337663,57.77777777777778,0.06557377049180328,0.03278688524590164
167319,2016-5014,Shanghai Masters,Hard,64,M,20161010,300,104918,2.0,,Andy Murray,R,190.0,GBR,29.4072553046,105138,15.0,,Roberto Bautista Agut,R,183.0,ESP,28.4900752909,7-6(1) 6-1,3,F,96.0,8.0,3.0,65.0,34.0,28.0,16.0,10.0,1.0,3.0,0.0,3.0,51.0,33.0,18.0,7.0,9.0,0.0,4.0,2.0,9845.0,19.0,1950.0,2016,2010s,8.0,6.0,116.0,67.0,49.0,46.0,23.0,57.758620689655174,68.65671641791045,46.93877551020408,0.06896551724137931,0.05172413793103448
167509,2016-0352,Paris Masters,Hard,64,M,20161031,300,104918,2.0,,Andy Murray,R,190.0,GBR,29.4647501711,104545,,,John Isner,R,206.0,USA,31.5154004107,6-3 6-7(4) 6-4,3,F,137.0,9.0,4.0,98.0,66.0,56.0,18.0,16.0,6.0,6.0,18.0,2.0,86.0,64.0,52.0,11.0,15.0,2.0,4.0,2.0,10985.0,27.0,1430.0,2016,2010s,27.0,6.0,184.0,130.0,54.0,108.0,29.0,70.65217391304348,83.07692307692308,53.7037037037037,0.14673913043478262,0.03260869565217391
168361,2017-M006,Indian Wells Masters,Hard,128,M,20170306,300,103819,9.0,,Roger Federer,R,185.0,SUI,35.575633128,104527,3.0,,Stan Wawrinka,R,183.0,SUI,31.9397672827,6-4 7-5,3,F,80.0,2.0,1.0,57.0,36.0,28.0,14.0,11.0,2.0,3.0,5.0,3.0,72.0,44.0,31.0,11.0,11.0,2.0,5.0,10.0,3305.0,3.0,5195.0,2017,2010s,7.0,4.0,129.0,80.0,49.0,59.0,25.0,62.01550387596899,73.75,51.02040816326531,0.05426356589147287,0.031007751937984496
168456,2017-M007,Miami Masters,Hard,128,M,20170320,300,103819,4.0,,Roger Federer,R,185.0,SUI,35.613963039,104745,5.0,,Rafael Nadal,L,185.0,ESP,30.7953456537,6-3 6-4,3,F,94.0,5.0,1.0,62.0,39.0,34.0,11.0,10.0,4.0,4.0,4.0,1.0,65.0,41.0,27.0,12.0,9.0,7.0,9.0,6.0,4305.0,7.0,4145.0,2017,2010s,9.0,2.0,127.0,80.0,47.0,61.0,23.0,62.99212598425197,76.25,48.93617021276596,0.07086614173228346,0.015748031496062992
168634,2017-0410,Monte Carlo Masters,Clay,64,M,20170417,300,104745,4.0,,Rafael Nadal,L,185.0,ESP,30.8720054757,105077,15.0,,Albert Ramos,L,188.0,ESP,29.2484599589,6-1 6-3,3,F,76.0,5.0,1.0,41.0,31.0,25.0,7.0,8.0,0.0,0.0,0.0,2.0,52.0,29.0,16.0,10.0,8.0,7.0,11.0,7.0,3735.0,24.0,1625.0,2017,2010s,5.0,3.0,93.0,60.0,33.0,41.0,17.0,64.51612903225806,68.33333333333333,51.515151515151516,0.053763440860215055,0.03225806451612903
168844,2017-M021,Madrid Masters,Clay,64,M,20170508,300,104745,4.0,,Rafael Nadal,L,185.0,ESP,30.9295003422,106233,8.0,,Dominic Thiem,R,185.0,AUT,23.6769336071,7-6(8) 6-4,3,F,137.0,4.0,4.0,87.0,60.0,43.0,16.0,11.0,5.0,6.0,4.0,1.0,80.0,59.0,40.0,11.0,11.0,6.0,8.0,5.0,4375.0,9.0,3615.0,2017,2010s,8.0,5.0,167.0,119.0,48.0,83.0,27.0,71.25748502994011,69.74789915966386,56.25,0.04790419161676647,0.029940119760479042
168899,2017-M009,Rome Masters,Clay,64,M,20170515,300,100644,16.0,,Alexander Zverev,R,198.0,GER,20.0684462697,104925,2.0,,Novak Djokovic,R,188.0,SRB,29.9822039699,6-4 6-3,3,F,81.0,7.0,2.0,45.0,32.0,27.0,9.0,9.0,0.0,0.0,1.0,3.0,67.0,43.0,30.0,9.0,10.0,2.0,5.0,17.0,2300.0,2.0,6845.0,2017,2010s,8.0,5.0,112.0,75.0,37.0,57.0,18.0,66.96428571428571,76.0,48.648648648648646,0.07142857142857142,0.044642857142857144
169699,2017-0421,Canada Masters,Hard,64,M,20170807,300,100644,4.0,,Alexander Zverev,R,198.0,GER,20.2984257358,103819,2.0,,Roger Federer,R,185.0,SUI,35.9972621492,6-3 6-4,3,F,68.0,6.0,1.0,59.0,41.0,33.0,11.0,10.0,3.0,3.0,2.0,2.0,53.0,27.0,19.0,15.0,9.0,4.0,6.0,8.0,3560.0,3.0,6545.0,2017,2010s,8.0,3.0,112.0,68.0,44.0,52.0,26.0,60.714285714285715,76.47058823529412,59.09090909090909,0.07142857142857142,0.026785714285714284
169754,2017-M024,Cincinnati Masters,Hard,64,M,20170814,300,105777,7.0,,Grigor Dimitrov,R,188.0,BUL,26.2477754962,106401,,,Nick Kyrgios,R,193.0,AUS,22.2997946612,6-3 7-5,3,F,85.0,6.0,5.0,59.0,33.0,28.0,18.0,11.0,2.0,2.0,15.0,4.0,60.0,42.0,31.0,8.0,10.0,2.0,4.0,11.0,3070.0,23.0,1770.0,2017,2010s,21.0,9.0,119.0,75.0,44.0,59.0,26.0,63.02521008403362,78.66666666666667,59.09090909090909,0.17647058823529413,0.07563025210084033
170205,2017-5014,Shanghai Masters,Hard,64,M,20171009,300,103819,2.0,,Roger Federer,R,185.0,SUI,36.1697467488,104745,1.0,,Rafael Nadal,L,185.0,ESP,31.3511293634,6-4 6-3,3,F,72.0,10.0,0.0,44.0,30.0,25.0,11.0,9.0,0.0,0.0,4.0,0.0,61.0,45.0,28.0,8.0,10.0,4.0,7.0,2.0,7505.0,1.0,9875.0,2017,2010s,14.0,0.0,105.0,75.0,30.0,53.0,19.0,71.42857142857143,70.66666666666667,63.333333333333336,0.13333333333333333,0.0
170395,2017-0352,Paris Masters,Hard,64,M,20171030,300,106058,16.0,,Jack Sock,R,185.0,USA,25.0978781656,105936,,Q,Filip Krajinovic,R,185.0,SRB,25.6728268309,5-7 6-4 6-1,3,F,118.0,9.0,3.0,72.0,39.0,31.0,20.0,14.0,1.0,4.0,5.0,5.0,105.0,72.0,43.0,13.0,15.0,2.0,8.0,22.0,1945.0,77.0,681.0,2017,2010s,14.0,8.0,177.0,111.0,66.0,74.0,33.0,62.71186440677966,66.66666666666667,50.0,0.07909604519774012,0.04519774011299435
171231,2018-M006,Indian Wells Masters,Hard,128,M,20180305,300,105223,6.0,,Juan Martin del Potro,R,198.0,ARG,29.4455852156,103819,1.0,,Roger Federer,R,185.0,SUI,36.5722108145,6-4 6-7(8) 7-6(2),3,F,162.0,8.0,1.0,115.0,72.0,54.0,29.0,17.0,3.0,4.0,10.0,5.0,115.0,70.0,52.0,24.0,17.0,3.0,5.0,8.0,3200.0,1.0,10060.0,2018,2010s,18.0,6.0,230.0,142.0,88.0,106.0,53.0,61.73913043478261,74.64788732394366,60.22727272727273,0.0782608695652174,0.02608695652173913
171326,2018-M007,Miami Masters,Hard,128,M,20180319,300,104545,14.0,,John Isner,R,206.0,USA,32.8952772074,100644,4.0,,Alexander Zverev,R,198.0,GER,20.9117043121,6-7(4) 6-4 6-4,3,F,149.0,18.0,2.0,96.0,66.0,54.0,18.0,16.0,3.0,3.0,10.0,6.0,108.0,72.0,52.0,22.0,16.0,10.0,12.0,17.0,2170.0,5.0,4505.0,2018,2010s,28.0,8.0,204.0,138.0,66.0,106.0,40.0,67.6470588235294,76.81159420289855,60.60606060606061,0.13725490196078433,0.0392156862745098
171511,2018-0410,Monte Carlo Masters,Clay,64,M,20180416,300,104745,1.0,,Rafael Nadal,L,185.0,ESP,31.8685831622,105453,,,Kei Nishikori,R,178.0,JPN,28.295687885,6-3 6-2,3,F,93.0,1.0,3.0,54.0,38.0,28.0,9.0,9.0,1.0,2.0,1.0,2.0,54.0,28.0,15.0,13.0,8.0,4.0,8.0,1.0,8770.0,36.0,1280.0,2018,2010s,2.0,5.0,108.0,66.0,42.0,43.0,22.0,61.111111111111114,65.15151515151516,52.38095238095238,0.018518518518518517,0.046296296296296294
171721,2018-M021,Madrid Masters,Clay,64,M,20180507,300,100644,2.0,,Alexander Zverev,R,198.0,GER,21.0458590007,106233,5.0,,Dominic Thiem,R,185.0,AUT,24.6735112936,6-4 6-4,3,F,78.0,1.0,0.0,54.0,35.0,29.0,13.0,10.0,0.0,0.0,2.0,2.0,56.0,36.0,26.0,11.0,10.0,2.0,4.0,3.0,5195.0,7.0,3545.0,2018,2010s,3.0,2.0,110.0,71.0,39.0,55.0,24.0,64.54545454545455,77.46478873239437,61.53846153846154,0.02727272727272727,0.01818181818181818
171776,2018-M009,Rome Masters,Clay,64,M,20180514,300,104745,1.0,,Rafael Nadal,L,185.0,ESP,31.9452429843,100644,2.0,,Alexander Zverev,R,198.0,GER,21.0650239562,6-1 1-6 6-3,3,F,129.0,0.0,1.0,72.0,47.0,27.0,17.0,12.0,7.0,11.0,2.0,1.0,65.0,41.0,23.0,11.0,11.0,1.0,6.0,2.0,7950.0,3.0,6015.0,2018,2010s,2.0,2.0,137.0,88.0,49.0,50.0,28.0,64.23357664233576,56.81818181818182,57.142857142857146,0.014598540145985401,0.014598540145985401
172576,2018-0421,Canada Masters,Hard,64,M,20180806,300,104745,1.0,,Rafael Nadal,L,185.0,ESP,32.1752224504,126774,,,Stefanos Tsitsipas,R,,GRE,19.9835728953,6-2 7-6(4),3,F,101.0,4.0,2.0,57.0,32.0,30.0,15.0,10.0,2.0,3.0,3.0,0.0,62.0,35.0,25.0,14.0,10.0,3.0,6.0,1.0,9310.0,27.0,1534.0,2018,2010s,7.0,2.0,119.0,67.0,52.0,55.0,29.0,56.30252100840336,82.08955223880596,55.76923076923077,0.058823529411764705,0.01680672268907563
172631,2018-M024,Cincinnati Masters,Hard,64,M,20180813,300,104925,10.0,,Novak Djokovic,R,188.0,SRB,31.227926078,103819,2.0,,Roger Federer,R,185.0,SUI,37.0130047912,6-4 6-4,3,F,84.0,4.0,2.0,53.0,35.0,25.0,14.0,10.0,0.0,1.0,11.0,4.0,77.0,45.0,30.0,15.0,10.0,3.0,6.0,10.0,3445.0,2.0,6480.0,2018,2010s,15.0,6.0,130.0,80.0,50.0,55.0,29.0,61.53846153846154,68.75,58.0,0.11538461538461539,0.046153846153846156
173079,2018-5014,Shanghai Masters,Hard,64,M,20181008,300,104925,2.0,,Novak Djokovic,R,188.0,SRB,31.3812457221,106432,13.0,,Borna Coric,R,,CRO,21.8973305955,6-3 6-4,3,F,96.0,7.0,0.0,52.0,32.0,29.0,14.0,10.0,1.0,1.0,3.0,1.0,72.0,56.0,34.0,9.0,9.0,7.0,9.0,3.0,6445.0,19.0,1815.0,2018,2010s,10.0,1.0,124.0,88.0,36.0,63.0,23.0,70.96774193548387,71.5909090909091,63.888888888888886,0.08064516129032258,0.008064516129032258
173269,2018-0352,Paris Masters,Hard,64,M,20181029,300,111575,,,Karen Khachanov,R,,RUS,22.4394250513,104925,2.0,,Novak Djokovic,R,188.0,SRB,31.4387405886,7-5 6-4,3,F,97.0,9.0,2.0,66.0,50.0,38.0,8.0,11.0,4.0,5.0,5.0,1.0,71.0,43.0,30.0,14.0,11.0,5.0,8.0,18.0,1845.0,2.0,7445.0,2018,2010s,14.0,3.0,137.0,93.0,44.0,68.0,22.0,67.88321167883211,73.11827956989248,50.0,0.10218978102189781,0.021897810218978103
173914,2019-M006,Indian Wells Masters,Hard,128,M,20190304,300,106233,7.0,,Dominic Thiem,R,185.0,AUT,25.4976043806,103819,4.0,,Roger Federer,R,185.0,SUI,37.568788501,3-6 6-3 7-5,3,F,122.0,1.0,3.0,97.0,67.0,47.0,18.0,15.0,9.0,11.0,3.0,2.0,84.0,59.0,42.0,12.0,15.0,1.0,4.0,8.0,3800.0,4.0,4600.0,2019,2010s,4.0,5.0,181.0,126.0,55.0,89.0,30.0,69.61325966850829,70.63492063492063,54.54545454545455,0.022099447513812154,0.027624309392265192
174009,2019-M007,Miami Masters,Hard,128,M,20190318,300,103819,4.0,,Roger Federer,R,185.0,SUI,37.607118412,104545,7.0,,John Isner,R,206.0,USA,33.8918548939,6-1 6-4,3,F,63.0,6.0,1.0,35.0,20.0,20.0,12.0,8.0,0.0,0.0,9.0,2.0,53.0,39.0,23.0,7.0,9.0,6.0,10.0,5.0,4600.0,9.0,3485.0,2019,2010s,15.0,3.0,88.0,59.0,29.0,43.0,19.0,67.04545454545455,72.88135593220339,65.51724137931035,0.17045454545454544,0.03409090909090909
174162,2019-0410,Monte Carlo Masters,Clay,64,M,20190415,300,104926,13.0,,Fabio Fognini,R,178.0,ITA,31.8932238193,105583,,,Dusan Lajovic,R,180.0,SRB,28.7912388775,6-3 6-4,3,F,98.0,0.0,2.0,65.0,41.0,23.0,18.0,10.0,2.0,4.0,1.0,3.0,60.0,37.0,22.0,10.0,9.0,1.0,5.0,18.0,1885.0,48.0,950.0,2019,2010s,1.0,5.0,125.0,78.0,47.0,45.0,28.0,62.4,57.69230769230769,59.57446808510638,0.008,0.04
174345,2019-M021,Madrid Masters,Clay,64,M,20190506,300,104925,1.0,,Novak Djokovic,R,188.0,SRB,31.9561943874,126774,8.0,,Stefanos Tsitsipas,R,,GRE,20.7310061602,6-3 6-4,3,F,92.0,2.0,0.0,59.0,40.0,31.0,11.0,10.0,0.0,0.0,1.0,1.0,56.0,33.0,20.0,13.0,9.0,3.0,5.0,1.0,11160.0,9.0,3190.0,2019,2010s,3.0,1.0,115.0,73.0,42.0,51.0,24.0,63.47826086956522,69.86301369863014,57.142857142857146,0.02608695652173913,0.008695652173913044
174400,2019-M009,Rome Masters,Clay,64,M,20190513,300,104745,2.0,,Rafael Nadal,L,185.0,ESP,32.9418206708,104925,1.0,,Novak Djokovic,R,188.0,SRB,31.9753593429,6-0 4-6 6-1,3,F,145.0,0.0,0.0,66.0,48.0,35.0,11.0,11.0,1.0,2.0,7.0,1.0,96.0,72.0,43.0,7.0,12.0,11.0,17.0,2.0,7945.0,1.0,12115.0,2019,2010s,7.0,1.0,162.0,120.0,42.0,78.0,18.0,74.07407407407408,65.0,42.857142857142854,0.043209876543209874,0.006172839506172839
175199,2019-0421,Canada Masters,Hard,64,M,20190805,300,104745,1.0,,Rafael Nadal,L,185.0,ESP,33.1718001369,106421,8.0,,Daniil Medvedev,R,,RUS,23.4798083504,6-3 6-0,3,F,70.0,0.0,1.0,46.0,33.0,27.0,8.0,8.0,1.0,1.0,5.0,5.0,49.0,31.0,19.0,6.0,7.0,4.0,8.0,2.0,7945.0,9.0,2745.0,2019,2010s,5.0,6.0,95.0,64.0,31.0,46.0,14.0,67.36842105263158,71.875,45.16129032258065,0.05263157894736842,0.06315789473684211
175254,2019-M024,Cincinnati Masters,Hard,64,M,20190812,300,106421,9.0,,Daniil Medvedev,R,,RUS,23.498973306,105676,16.0,,David Goffin,R,163.0,BEL,28.6789869952,7-6(3) 6-4,3,F,99.0,10.0,1.0,57.0,30.0,27.0,17.0,11.0,2.0,3.0,5.0,7.0,78.0,42.0,28.0,16.0,11.0,3.0,5.0,8.0,3230.0,19.0,1815.0,2019,2010s,15.0,8.0,135.0,72.0,63.0,55.0,33.0,53.333333333333336,76.38888888888889,52.38095238095238,0.1111111111111111,0.05925925925925926
175653,2019-5014,Shanghai Masters,Hard,64,M,20191007,300,106421,3.0,,Daniil Medvedev,R,,RUS,23.65229295,100644,5.0,,Alexander Zverev,R,198.0,GER,22.4640657084,6-4 6-1,3,F,73.0,4.0,2.0,57.0,33.0,28.0,10.0,9.0,5.0,6.0,7.0,3.0,48.0,31.0,20.0,4.0,8.0,1.0,5.0,4.0,4965.0,6.0,4185.0,2019,2010s,11.0,5.0,105.0,64.0,41.0,48.0,14.0,60.95238095238095,75.0,34.146341463414636,0.10476190476190476,0.047619047619047616
175851,2019-0352,Paris Masters,Hard,64,M,20191028,300,104925,1.0,,Novak Djokovic,R,188.0,SRB,32.4353182752,133430,,,Denis Shapovalov,L,,CAN,20.5366187543,6-3 6-4,3,F,65.0,2.0,1.0,51.0,36.0,29.0,12.0,10.0,1.0,1.0,11.0,3.0,53.0,36.0,30.0,3.0,9.0,2.0,4.0,1.0,9545.0,28.0,1460.0,2019,2010s,13.0,4.0,104.0,72.0,32.0,59.0,15.0,69.23076923076923,81.94444444444444,46.875,0.125,0.038461538461538464
176723,2020-M024,Cincinnati Masters,Hard,64,M,20200824,300,104925,1.0,,Novak Djokovic,R,188.0,SRB,33.2594113621,105683,,,Milos Raonic,R,196.0,CAN,29.659137577,1-6 6-3 6-4,3,F,120.0,2.0,5.0,76.0,39.0,29.0,18.0,13.0,2.0,5.0,10.0,3.0,71.0,46.0,35.0,10.0,13.0,2.0,5.0,1.0,10220.0,30.0,1350.0,2020,2020s,12.0,8.0,147.0,85.0,62.0,64.0,28.0,57.82312925170068,75.29411764705883,45.16129032258065,0.08163265306122448,0.05442176870748299
176932,2020-M009,Rome Masters,Clay,64,M,20200914,300,104925,1.0,,Novak Djokovic,R,188.0,SRB,33.3169062286,106043,8.0,,Diego Schwartzman,R,170.0,ARG,28.0793976728,7-5 6-3,3,F,113.0,2.0,1.0,70.0,48.0,33.0,9.0,11.0,3.0,6.0,1.0,3.0,66.0,43.0,25.0,8.0,10.0,4.0,9.0,1.0,10860.0,15.0,2265.0,2020,2020s,3.0,4.0,136.0,91.0,45.0,58.0,17.0,66.91176470588235,63.73626373626374,37.77777777777778,0.022058823529411766,0.029411764705882353
177314,2020-0352,Paris Masters,Hard,64,M,20201102,300,106421,3.0,,Daniil Medvedev,R,,RUS,24.7255304586,100644,4.0,,Alexander Zverev,R,198.0,GER,23.537303217,5-7 6-4 6-1,3,F,127.0,14.0,2.0,83.0,48.0,38.0,21.0,14.0,6.0,7.0,11.0,3.0,102.0,76.0,51.0,9.0,15.0,6.0,10.0,5.0,5980.0,7.0,5015.0,2020,2020s,25.0,5.0,185.0,124.0,61.0,89.0,30.0,67.02702702702703,71.7741935483871,49.18032786885246,0.13513513513513514,0.02702702702702703
178168,2021-0403,Miami Masters,Hard,128,M,20210322,300,128034,26.0,,Hubert Hurkacz,R,196.0,POL,24.10677618,206173,21.0,,Jannik Sinner,R,188.0,ITA,19.59753593,7-6(4) 6-4,3,F,103.0,3.0,1.0,69.0,49.0,34.0,7.0,11.0,0.0,3.0,1.0,5.0,78.0,47.0,26.0,15.0,11.0,7.0,11.0,37.0,1645.0,31.0,1789.0,2021,2020s,4.0,6.0,147.0,96.0,51.0,60.0,22.0,65.3061224489796,62.5,43.13725490196079,0.027210884353741496,0.04081632653061224
178317,2021-0410,Monte Carlo Masters,Clay,64,M,20210412,300,126774,4.0,,Stefanos Tsitsipas,R,193.0,GRE,22.66666667,126094,6.0,,Andrey Rublev,R,188.0,RUS,23.4770705,6-3 6-3,3,F,71.0,3.0,1.0,47.0,28.0,24.0,13.0,9.0,0.0,0.0,1.0,0.0,54.0,30.0,24.0,8.0,9.0,0.0,3.0,5.0,7040.0,8.0,5400.0,2021,2020s,4.0,1.0,101.0,58.0,43.0,48.0,21.0,57.42574257425743,82.75862068965517,48.83720930232558,0.039603960396039604,0.009900990099009901
178500,2021-1536,Madrid Masters,Clay,64,M,20210503,300,100644,5.0,,Alexander Zverev,R,198.0,GER,24.03559206,126610,8.0,,Matteo Berrettini,R,196.0,ITA,25.0568104,6-7(8) 6-4 6-3,3,F,160.0,5.0,7.0,95.0,66.0,50.0,16.0,15.0,2.0,3.0,7.0,1.0,110.0,74.0,53.0,16.0,16.0,4.0,8.0,6.0,6125.0,10.0,3493.0,2021,2020s,12.0,8.0,205.0,140.0,65.0,103.0,32.0,68.29268292682927,73.57142857142857,49.23076923076923,0.05853658536585366,0.03902439024390244
178555,2021-0416,Rome Masters,Clay,64,M,20210510,300,104745,2.0,,Rafael Nadal,L,185.0,ESP,34.93497604,104925,1.0,,Novak Djokovic,R,188.0,SRB,33.96851472,7-5 1-6 6-3,3,F,169.0,3.0,1.0,96.0,72.0,47.0,11.0,14.0,5.0,8.0,5.0,4.0,95.0,63.0,41.0,15.0,14.0,3.0,6.0,3.0,9630.0,1.0,11463.0,2021,2020s,8.0,5.0,191.0,135.0,56.0,88.0,26.0,70.68062827225131,65.18518518518519,46.42857142857143,0.041884816753926704,0.02617801047120419
